id,tweet,class,sentiment_intensity,class_intensity,labels
10183,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,fear,medium,fear_medium,5
30131,chirp chirp! what a beautiful white and red bird! 🐦,fear,medium,fear_medium,5
40790,"Hello my dear friends, I will be back online this Friday night. I miss you! #sober #sobriety #recovery",sadness,medium,sadness_medium,11
10282,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. ",joy,high,joy_high,6
10935,@DamnPatriot You're a POS for rejoicing in someone's death.,fear,high,fear_high,3
20939,When your sister is 19 and throws legitimate temper tantrums just to get attention..,anger,low,anger_low,1
21015,"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",fear,medium,fear_medium,5
10722,"If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours",anger,medium,anger_medium,2
10160,"#Charlotte's #young &amp; #restless; I applaud ur fire bt always b respectful of authority, police, elders, parents. Violence, not the way 🙏🏽✌🏽️",fear,low,fear_low,4
20819,"What a great training course, lots of photos, fun and laughter. Photo's will be up soon #Boostercourse #fun #laughter",fear,medium,fear_medium,5
10212,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,sadness,medium,sadness_medium,11
20510,Get to work and there's a fire drill. #fire #burning #outthere #inthedark,joy,high,joy_high,6
20873,Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.,sadness,medium,sadness_medium,11
30568,#food  #деньги #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,fear,medium,fear_medium,5
20346,@bodwell_james did it not just enliven your soul,sadness,medium,sadness_medium,11
10046,When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' ,joy,low,joy_low,7
40064,What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,sadness,medium,sadness_medium,11
10407,@1NatalieMaines Can you imagine being the person who has to spray tan him? ,fear,high,fear_high,3
30113,No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow,fear,high,fear_high,3
20704,"@carysmithwriter @Maria_Savva @RealRockAndRoll We're the least known band in the World, but so glad you asked #muchlove ",fear,low,fear_low,4
30429,"And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.",anger,medium,anger_medium,2
21102,Getting terrible download speeds for fifa smh.,anger,low,anger_low,1
10537,@VosachResrus ^'ll just #wobble carry you #sink,fear,medium,fear_medium,5
10546,.@LEAFYSZERKER @markiplier is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying,sadness,high,sadness_high,9
21220,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04",fear,medium,fear_medium,5
30353,Panic attacks are the worst. Feeling really sick and still shaking. I should be a sleep. #anxiety #depression,anger,high,anger_high,0
10596,"You will never find someone who loved you like I did. And that my love, will be my revenge.",sadness,low,sadness_low,10
40375,"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",fear,medium,fear_medium,5
40633,I hate having ideas but being too afraid to share them 😔,fear,medium,fear_medium,5
30264,"It's #HobbitDay! \nHobbit's give gifts on their birthdays, so I'm sharing the gift of #glee today! Find something that makes you happy!",joy,low,joy_low,7
30848,i fix a clever ritual to make you feel frolicsome,fear,medium,fear_medium,5
20602,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",joy,medium,joy_medium,8
21060,Check out @VovimPrgel - From Scotland #gamer #YouTuber #vlogger #designer #animator #artist. TY for following The Wake #horror #horrorfilm,anger,low,anger_low,1
21086,"Don't think I'll hesitate to run you over. Last time I checked, I still had 'Accident Forgiveness' on my insurance policy...",fear,medium,fear_medium,5
20152,Scored madden 13 on vita for $20AU today.  Bloke didn't know what he had. I'd have happily paid $70 🤑 my only ever bargain! #bargain #vit,joy,high,joy_high,6
40710,Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef,fear,medium,fear_medium,5
20332,Keep in mind. We're all weak. Don't insult people just because they're human.,sadness,low,sadness_low,10
10529,The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye,fear,high,fear_high,3
20790,"@GriffinLaneP @Mediaite The Left has been protected so long, they've lost their reasoning power.",fear,medium,fear_medium,5
30053,| At home sick... 🎼The blues🎼 won't cure it so I need ideas 🎸😭 | #sorethroat #sick #blues #music #fallweather #carletonuniversity #ottawa,joy,high,joy_high,6
10173,@A_RockasThe U.S. has added years to the Syrian conflict by arming the 'rebel' army. You would think that Iraq had sunk in with Kerry.,joy,medium,joy_medium,8
20808,r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,joy,medium,joy_medium,8
40086,f breezy,fear,high,fear_high,3
20898,#terror test ................,joy,low,joy_low,7
40098,@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus,anger,high,anger_high,0
30106,"This pretentious dick in Night Gallery just fucking, used a towel to dry off his sink",fear,high,fear_high,3
20159,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,sadness,medium,sadness_medium,11
30012,I #love to #laugh and share #laughter as way to share #joy,joy,low,joy_low,7
30614,"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",fear,medium,fear_medium,5
40719,Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞,joy,low,joy_low,7
30645,how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,fear,medium,fear_medium,5
20542,wow if i need to start over on SIF im prob gonna just die,anger,high,anger_high,0
10485,@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,fear,low,fear_low,4
40607,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy,medium,joy_medium,8
20800,@GameGrumps THANK YOU SO MUCH FOR COMING TO DETROIT I'm going to sob joyful rainbows now brb,fear,medium,fear_medium,5
40725,Watch this amazing live.ly broadcast by @evanhufferd #lively #musically,anger,medium,anger_medium,2
30152,“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,anger,high,anger_high,0
21069,I'm such a shy girl🙄,fear,medium,fear_medium,5
20258,Just feel awkward that I'm being timid to everyone.,fear,medium,fear_medium,5
10852,"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",fear,medium,fear_medium,5
30661,"Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.",sadness,low,sadness_low,10
30423,@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson ,joy,high,joy_high,6
20121,"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",joy,medium,joy_medium,8
20884,@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you 😕,anger,medium,anger_medium,2
20970,"Good #CX most often doesn't require all that much. #smile, #care, #relate and be #helpful. Thanks, Lakis Court Hotel in #cyprus",joy,low,joy_low,7
30886,When will the weeks full of Mondays end?? #disheartened,anger,low,anger_low,1
40840,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,fear,high,fear_high,3
30413,@OilersFanSean yup I feel dirty cheering,anger,high,anger_high,0
20487,Floofel.i wonder if your mother knows how dark your humor can be.Needs to realize how much of a butt Apple is. Pastels and cats.cutie pie.,anger,low,anger_low,1
40634,@DefiantSagacity — Hermione in a sort of thank you before sliding his own plate away from him before frowning at Ron as he continued to —,anger,low,anger_low,1
10848,Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice,anger,medium,anger_medium,2
10418,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,fear,medium,fear_medium,5
10517,Watch this amazing live.ly broadcast by @ittzdevin  #musically,anger,medium,anger_medium,2
30463,How brave are the young individuals that have opened up to us about their #depression and #anxiety to help raise awareness!! @beyondblue,anger,low,anger_low,1
30096,I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear,medium,fear_medium,5
20082,Nahhhhhh @konanplaydirty snap story has got me bussing up 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,fear,medium,fear_medium,5
21214,"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness",joy,medium,joy_medium,8
10344,@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness,low,sadness_low,10
10922,@Avanquest i have unsubscribed 3 times from your spam emails still coming? STOP THE EMAILS #avanquest #software #terrible,fear,high,fear_high,3
10194,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",sadness,high,sadness_high,9
30455,Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically,anger,medium,anger_medium,2
10189,@BigBossPeltonen \nLikewise #death #cutting #despair,fear,high,fear_high,3
40333,Southend players always haunt Man U,anger,medium,anger_medium,2
10740,@EagleGiles23 @tgilmore_92 what I miss? ,fear,medium,fear_medium,5
20699,It were during the past's mistakes- similar to terror was pretty remarkable.,fear,medium,fear_medium,5
21167,@JoshNoneYaBiz I love parody accounts! Well done. Vote for #Trump. #lol #hilarious,fear,medium,fear_medium,5
10103,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot ,sadness,medium,sadness_medium,11
30537,Watch this amazing live.ly broadcast by @broitzmax  #musically,joy,medium,joy_medium,8
40273,"@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp",anger,medium,anger_medium,2
10655,"O you who have believed, fear Allah and believe in His Messenger; He will [then] give you a double portion of His mercy...' (Quran 57:28)",anger,medium,anger_medium,2
21249,@thatsabingo grim really,anger,medium,anger_medium,2
30184,Decide to stop being afraid. To just stop. What are you now free to do?\n\n#brave #free #honest #healthy #happy #life #living #optimism #love,sadness,medium,sadness_medium,11
20353,"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy,low,joy_low,7
10836,Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO,anger,low,anger_low,1
30027,@6itmap I can't help but feel melancholic!,fear,high,fear_high,3
30628,@LiamCannon1 He's just too raging to type properly... Ha ha!,anger,high,anger_high,0
20840,@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂,joy,low,joy_low,7
10339,"Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas #optimism",sadness,medium,sadness_medium,11
40667,Nawaz Sharif's UN should start #सत्य_बोध_यात्रा as after all his #UNGA speech has awaken the world about their role in sponsoring ,fear,medium,fear_medium,5
10312,"@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her",fear,medium,fear_medium,5
40488,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,sadness,low,sadness_low,10
21162,I am about to be a coward and I feel terrible. But I can't even face this 😭,anger,high,anger_high,0
40589,"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",sadness,medium,sadness_medium,11
10587,@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully,fear,medium,fear_medium,5
20277,It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh 😒,joy,medium,joy_medium,8
20427,Watch this amazing live.ly broadcast by @hannah..mccloud  #musically,fear,medium,fear_medium,5
20652,#Taurus will react angrily when she can't take being provoked any longer.,anger,low,anger_low,1
20215,"When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou",fear,low,fear_low,4
40537,@BartholomewD It's -terrible-! We're going to the local fish/chip place in Kirribilli ,sadness,medium,sadness_medium,11
40343,Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂,anger,low,anger_low,1
10838,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone ",sadness,medium,sadness_medium,11
20453,"@Nekudere oh ok, yeah I felt dumb like I think I would have known if it was animated at least lmao",sadness,high,sadness_high,9
30395,"@PanicAtTheDisco hey, y'all announced it like immediately after I asked. Nice. Thanks y'all ",sadness,medium,sadness_medium,11
20726,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,fear,high,fear_high,3
20724,"@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.",anger,medium,anger_medium,2
40000,@Deadspin @jrzy_boy This is about him being left off because they wanted to play a heavier game. We needed his offense tho. Amongst others.,joy,high,joy_high,6
30123,Getting cable hooked up in new place just in time for @NBCChicagoPD and @NBCChicagoMed premiers is like God smiling down on me. #OneChicago,joy,medium,joy_medium,8
40429,@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,fear,medium,fear_medium,5
40266,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger,medium,anger_medium,2
21096,"#NawazSharif says lets end #terror. Sure, let #IndianArmedForces target the bases without #Pakistan interference #Karma?",joy,low,joy_low,7
10674,Now #India is #afraid of #bad #terrorism.,anger,low,anger_low,1
40582,He maketh the #barren woman to keep house &amp; to be a #joyful mother of children\nPraise ye the Lord\nPsa113:9,anger,high,anger_high,0
20331,@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,fear,low,fear_low,4
10027,"People want me to go pine ridge, little wound or Oelrichs. Starting to think about transferring but I wanna stay at cloud. Decisions man.",joy,medium,joy_medium,8
20580,Watch this amazing live.ly broadcast by @__.mila.__  #musically,joy,medium,joy_medium,8
40061,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,fear,medium,fear_medium,5
10747,"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",sadness,medium,sadness_medium,11
40800,"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",fear,low,fear_low,4
20799,@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?,fear,medium,fear_medium,5
10417,I have no clue where my charger is... #lost,joy,medium,joy_medium,8
20566,I like cycling because I get to intimidate people with my powerful calves &amp; horrendous tan lines.,anger,medium,anger_medium,2
10792,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",joy,low,joy_low,7
20836,@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great,joy,medium,joy_medium,8
40105,#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,anger,medium,anger_medium,2
30132,"@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety",joy,low,joy_low,7
40066,"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭",sadness,medium,sadness_medium,11
21050,"Good morning, Trondheim! #optimism #productivity ⛅️❤️🇳🇴🏢💻🖥🏋🏻💪🏼📺🍿",fear,medium,fear_medium,5
40519,"@len_snart gives a frustrated growl, before stepping closer and putting his gun through the barrier. No alarms and nothing happened. He-",fear,medium,fear_medium,5
21166,@TDsNation i watch all your videos but i like madden better!,sadness,medium,sadness_medium,11
20853,"Missing the 500th test match today , not able to witness it like watching it in India #shy #indvsnz #500thTest @BCCI",joy,high,joy_high,6
10574,Relive Vegas' heyday with Rat Pack tribute,fear,high,fear_high,3
20546,Sometimes the best motivations come from 'proving them wrong' #energy #relentless #MotivationalQuotes,sadness,medium,sadness_medium,11
20713,"When your body says FUCK YOU BITCH, You ain't sleeping\n #sleep #cantsleep #drained ",anger,low,anger_low,1
30394,promise of restoration to the nation of israel...'everywhere you look blessing '..barns/wine overflow.Everything beautiful  #do_u_see,joy,high,joy_high,6
40150,I had a panic attack when I couldn't find @katrinalaw on #Twitter Turns out my Twitter is a jerk. I can still see her. #NyssaAlghul ,sadness,high,sadness_high,9
21204,@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday,joy,high,joy_high,6
30176,Watch this amazing live.ly broadcast by @izzybuzy365  #musically,fear,medium,fear_medium,5
10861,Forgot to plug the phone in overnight ,fear,medium,fear_medium,5
30219,"@MerenthaProphet - the Hunter in this way, content and joyous in simple, domestic bliss? I cannot wait for word of who you truly are to -",fear,medium,fear_medium,5
30894,"Americans as a whole are, for the most part, feeling borderline despair at the very least. Looking at a situation out of control.",fear,medium,fear_medium,5
30514,#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria  #race #riots #GasCrisis2016 #NoDAPL #rape,fear,medium,fear_medium,5
10559,"im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway",joy,medium,joy_medium,8
40369,"@CohenDS Yell, 'Bye, garbage!' cheerfully after it.",sadness,medium,sadness_medium,11
10778,@Zen1dfabflake You are all our angelic comrades! ,joy,medium,joy_medium,8
40163,Sting is just too damn earnest for early morning listening. #sting,joy,medium,joy_medium,8
20189,It is more shameful to distrust our friends than to be deceived by them,fear,low,fear_low,4
30713,noah fence but i want a harley quinn or blake lively layout,fear,medium,fear_medium,5
21147,I have another test tonight #nervous,fear,medium,fear_medium,5
30304,"@GlobeChadFinn Sadly, not enough names.  The whole farewell tour situation would make me shy away from good value b et.",fear,medium,fear_medium,5
40262,#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism,sadness,high,sadness_high,9
10322,im tired of people telling me the worry about me when in fact they probably never gave a fuck about me,fear,low,fear_low,4
20151,@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. ,anger,medium,anger_medium,2
10348,"Had a coworker look at her phone and say, cheerfully, 'oh look, Kap's getting death threats now.' 🙄. Then she goes to say the 49ers are",sadness,medium,sadness_medium,11
10819,“The immense importance of football is sometimes scary. When you don’t win you are responsible for so many unhappy people.” - Arsene Wenger,anger,medium,anger_medium,2
20183,Never dull moment here,joy,low,joy_low,7
10560,"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",sadness,medium,sadness_medium,11
10654,Gas prices are hilarious. Cause they're simultaneously super subsidised and taxed,joy,medium,joy_medium,8
20168,@lilymooregrant u used to chirp me for drinking it u hoe,joy,medium,joy_medium,8
20503,Accept the challenges so that you can feel the exhilaration of victory. -George S. Patton,fear,medium,fear_medium,5
40378,@TDsNation I blame how broken madden is this year,sadness,low,sadness_low,10
20572,i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,anger,medium,anger_medium,2
40504,We want to help you with your #depression. Give our office a call to learn how #TMS may be the treatment you've been waiting for!,sadness,low,sadness_low,10
10900,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",fear,high,fear_high,3
40255,Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.,fear,medium,fear_medium,5
21006,@Fra93_bruno wow I'm just really sadden by that. Terrible,fear,high,fear_high,3
30173,Intermit animated^%%%ncaa pittsburgh vs mississippi sprightly shiny bbva level peg varsity football telly scra...,anger,high,anger_high,0
20090,oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here,sadness,medium,sadness_medium,11
20711,@DailyJoshleen KA- like the start of cake and then Like saying C - if that makes sense 😭😂,sadness,medium,sadness_medium,11
20912,Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,fear,high,fear_high,3
30401,"So is cheerfulness, or a good temper, the more it is spent, the more remains. Ralph Waldo Emerson",joy,high,joy_high,6
20990,I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني,fear,high,fear_high,3
30352,Candice's pout is gonna take someone eye out mate! #GBBO,sadness,medium,sadness_medium,11
40373,Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.,fear,low,fear_low,4
10751,"If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen",anger,medium,anger_medium,2
30254,i have so much hw tonight im offended,fear,medium,fear_medium,5
20974,@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,joy,low,joy_low,7
40233,@SenJohnMcCain @WSJ an 'Honorable Senator' cheering when a cease fire does not hold! PEOPLE DIE AND YOU CHEER! GENOCIDE SUPPORT NOT GOOD!,fear,high,fear_high,3
20435,@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,sadness,high,sadness_high,9
20426,3:45am and off to the hospital! Elouise's waters have gone! #panic #Labour #LittleSister #superexcited,fear,high,fear_high,3
40337,"Tomorrow is going to be a challenge, I have to talk at a freshers fair to STRANGERS 😁and pick up my new flat keys ",joy,medium,joy_medium,8
10907,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,joy,medium,joy_medium,8
10295,@marthalyssa yep. LOL #bitter,fear,medium,fear_medium,5
40579,Alt-J - Hunger of the pine.,fear,high,fear_high,3
30895,If the future doesn't fill you with existential dread are you even a real person,fear,high,fear_high,3
21043,It's not always how you #start it's how you #FINISH,fear,low,fear_low,4
40623,"@JoshuaLenon I trust you know that I appreciate your willingness to explain the details, and my attempt at levity is just that. @bobambrogi",sadness,medium,sadness_medium,11
21067,Cheap pout my brodcast,sadness,low,sadness_low,10
30839,"Like if you aggravate me constantly, byeeeeeeee",joy,low,joy_low,7
40315,@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of??? ,fear,medium,fear_medium,5
30774,@LoriAlan1 Seriously. Digging those eyebrows. #animated,anger,low,anger_low,1
40843,Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark,joy,medium,joy_medium,8
10237,@ColMorrisDavis @rolling_2 @realDonaldTrump @pbump He's jubilant to hear the word that he probably uses in secret heard out loud.,anger,medium,anger_medium,2
10341,Each day is what you make of it! #goals #challenges #business #goals #optimism #happy #success #photographer #photography #ThursdayThoughts,joy,low,joy_low,7
30491,@ArcadianLuthier -- taking out his feelings on Kei unfairly. His lips form a frown as he tries to walk away.,sadness,medium,sadness_medium,11
21191,I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,fear,low,fear_low,4
30234,"The best #revenge is to move on, get over it, and continue to #succeed. Never give someone the #satisfaction of watching you #suffer....!!!",sadness,medium,sadness_medium,11
30101,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES ,anger,medium,anger_medium,2
20842,How can America be so openly embracing racism. #dismayed,fear,medium,fear_medium,5
10428,"#ObamaLegacy - weekly #riots and #terror attacks, &gt;400k dead #Syrians, #Jews fleeing #persecution in Europe, #Christian #genocide in ME.....",sadness,medium,sadness_medium,11
20994,@buzzlightbeard2 If you don't love yourself... Honesty is the best policy ,fear,medium,fear_medium,5
10042,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",fear,medium,fear_medium,5
30290,@rsiereilly my heart did the flutter,joy,high,joy_high,6
30880,@NateBLoL no it was that clear American naturally flavored sparkling water,anger,low,anger_low,1
10196,@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! ,sadness,medium,sadness_medium,11
30107,"Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations",fear,low,fear_low,4
10053,I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭,sadness,medium,sadness_medium,11
30089,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness,medium,sadness_medium,11
30866,Bloods boiling,sadness,high,sadness_high,9
40712,@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid,sadness,medium,sadness_medium,11
20415,@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,joy,medium,joy_medium,8
20841,@siomo @NEWSTALK1010 20 says he gets reelected..... #be ,fear,medium,fear_medium,5
30046,Rojo is so bad it's hilarious.,fear,medium,fear_medium,5
30592,"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",joy,medium,joy_medium,8
40118,@OrbsOfJoy plan a date... like a date u find pleasing or smth. fuckign\n\n10/10. because the child will grow to be a ten out of ten,sadness,high,sadness_high,9
40117,"@cherrivarisco @audubonsociety Oh yes, males are colourful and the Females are dull, so that they can blend in to their environment.",fear,medium,fear_medium,5
30497,This week's Massacre Theatre pert by @LarsenOnFilm is the first one I can think of that requires subtitles. #breathless,joy,medium,joy_medium,8
20411,"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",fear,low,fear_low,4
21081,i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ ,sadness,low,sadness_low,10
10321,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 ,fear,medium,fear_medium,5
30524,"@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together, we'll both be safe.--",joy,high,joy_high,6
30507,Omg he kissed her🙈 #shy #w,anger,medium,anger_medium,2
20110,Never a dull moment when talking to Nell 😂😂😂😂😋,fear,low,fear_low,4
20802,"It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. ",anger,medium,anger_medium,2
30686,This maybe a new start but it will always be align with the end.  #forward,joy,high,joy_high,6
20814,@pxrfectpeach it's got her little pout,anger,medium,anger_medium,2
20624,@smoothkobra after such a heavy 2 days this has given much needed levity. Thanks bro,sadness,medium,sadness_medium,11
30159,Life long fear of havin a shit and a spider crawls up ya bum,anger,medium,anger_medium,2
30482,@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind,fear,medium,fear_medium,5
20279,It's Thursday which means it's Grey's day #TGIT #rejoice,fear,medium,fear_medium,5
21070,@raylewis name change Uncle Remus Lewis #foh #theydontlikeyoueither #lost #unwoke,fear,medium,fear_medium,5
30759,Rojo is a terrible defender,fear,low,fear_low,4
10593,should I #start posting #photos?,fear,low,fear_low,4
20717,@PeanutRD @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen  hey #sparkling is the word I just picked 4 my biz card,joy,high,joy_high,6
10858,im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,fear,high,fear_high,3
30727,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,joy,medium,joy_medium,8
10143,@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,fear,medium,fear_medium,5
10305,Job interview in the afternoon #nervous #ek,sadness,medium,sadness_medium,11
10350,"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",anger,low,anger_low,1
21106,There goes the butterflies in my stomach. #nervous #anxietyproblems,fear,medium,fear_medium,5
